userID,Title,Likes,Dislikes,Ratio,Mean
user_51,AJTHEBOLD,1682926,24306,69.2391179132724,0.009462874087663220
user_23,AJayII,555598,8895,62.461832490163,0.008534769350028500
user_43,AKMU,4668036,32547,143.424463084155,0.019622069992470500
user_57,ALEKS,1329124,5217,254.767874257236,0.03486981904871970
user_59,ALEX THE TRUCKING GUY,3606066,55323,65.1820400195217,0.008907283909728000
user_4,ALEXANDER THE GREAT TV,1992168,55892,35.6431689687254,0.0048621294776682100
user_85,ALEXandMICHAEL,43072,416,103.538461538462,0.014159943980537000
user_75,ALL THE K-POP,3294050,12433,264.944100378026,0.03626338639675300
user_20,ALLES ODER NIX RECORDS,104780,6824,15.3546307151231,0.0020837473825826400
user_72,AMD,2757511,39381,70.021355475991,0.009569996385543650
user_96,AMMO NYC,1413672,21273,66.4538146946834,0.009081445100755410
user_82,AMP,26233555,67372,389.38364602505500,0.05330456507727730
user_18,ANC 24/7,44802,3957,11.3222137983321,0.0015315343635129600
user_44,ANNA KOVA,2873507,481414,5.9688895628295,0.0007984317604968370
user_22,ANNA SHUMATE,995499,51882,19.1877529779114,0.0026086683073966300
user_47,ANNIE DREA,65979,235,280.76170212766,0.03842950309471540
user_57,ANT X ANA,1061573,34483,30.7854015021895,0.004196890120233670
user_26,AOMGOFFICIAL,9848075,24253,406.05595184100900,0.05558772788495830
user_31,AR12Gaming,1558032,33845,46.0343329886246,0.006285131159657760
user_53,ARIA,38562,644,59.8788819875776,0.008181051238887530
user_67,ARIRANG K-POP,557521,2822,197.562367115521,0.02703590046887270
user_74,ARIRANG NEWS,28681,1397,20.5304223335719,0.002792538059409190
user_87,ARK: Survival Evolved,4194085,32069,130.783155071876,0.01789092586563620
user_53,ARMWRESTLING TV,1338842,34706,38.5766726214487,0.00526385354091596
user_40,ARTE,38185,1164,32.8049828178694,0.004473458520426720
user_71,ARTHUR,854232,12458,68.5689516776369,0.00937109922214328
user_29,AS Roma,59369,1181,50.2701100762066,0.006865193018812250
user_13,ASBYT,108105,16293,6.63505800036826,0.0008896591538178020
user_12,ASMR Bakery,149663,2924,51.1843365253078,0.006990390328016400
user_64,ASMR Darling,289863,4069,71.2369132464979,0.009736459040610420
user_7,ASMR Gaming News,16441,951,17.2881177707676,0.0023485257391765900
user_41,ASMR Glow,317071,4023,78.8145662440964,0.010774168862192100
user_69,ASTRO 아스트로,1987734,6362,312.438541339202,0.04276743822804750
user_93,ATEEZ,14072641,38557,364.98277874316,0.04996302652417140
user_99,ATHLEAN-X™,2487352,35124,70.8163079375925,0.009678859905337420
user_40,AXS TV,99681,2109,47.2645803698435,0.006453605460456520
user_66,AYO Fishing,657502,264,2490.53787878788,0.34104384064016700
user_10,AYOUB,382354,3945,96.9211660329531,0.01325374881159080
user_62,AYOUB1080p,193685,495,391.282828282828,0.053564645617055200
user_40,AYSE AND ZELIHA,23517,370,63.5594594594595,0.008685082156227580
user_19,Aaron Burriss,6772475,2984,2269.59617962466,0.3107873256887320
user_62,AaronsAnimals,412487,8324,49.5539404132629,0.00676711828599048
user_63,AbbaVEVO,10170037,195326,52.0669905696118,0.007111264003694520
user_64,Abbie & Julia,527264,10155,51.9216149679961,0.007091355769619560
user_97,Abby ASMR,16072,400,40.18,0.005483418697628840
user_51,Abby Lee Miller,335587,17957,18.6883666536727,0.0025402806293662000
user_5,Abby Roberts,1359675,2427,560.228677379481,0.07670067031739680
user_53,Abd Simsek,83174,4412,18.8517679057117,0.0025626573579064600
user_2,Abi Clarke,1158700,10863,106.664825554635,0.014588079004198100
user_51,About To Eat,864951,5710,151.48003502627,0.020725227675389000
user_37,Abra Cadabra,1610632,10045,160.341662518666,0.021938769373190700
user_32,Abra Cadabra - Topic,46486,284,163.683098591549,0.022396357102810500
user_94,Abroad in Japan,29861448,90896,328.52323534589,0.04497013145683040
user_52,Absorber,496643,33770,14.7066331063074,0.0019950083649418700
user_70,Access,4720891,115564,40.8508791665224,0.00557529119435249
user_28,AcousticTrench,1685506,1854,909.118662351672,0.12447886287541900
user_19,Action Lab Shorts,65068558,783507,83.0478323741843,0.011353886862205300
user_60,Acura,67040,26521,2.52780815203047,0.00032719825614132700
user_77,Ad Council,88758,37965,2.33789016199131,0.0003011902344463320
user_93,Adam A Shorts,142174,1451,97.9834596829773,0.013399222951721400
user_77,Adam B,581808,4195,138.690822407628,0.0189738289838855
user_47,Adam Calhoun,775260,830,934.048192771084,0.12789279837389600
user_67,Adam LZ,1281803,9041,141.776683995133,0.01939641746588780
user_86,Adam Neely,355591,7889,45.0742806439346,0.006153658294955050
user_97,Adam Ragusea,741006,3867,191.622963537626,0.02622253814823430
user_68,Adam Saleh Vlogs,57765,1409,40.9971611071682,0.0055953235456064100
user_60,Adam Savage’s Tested,1989449,9204,216.15047805302,0.029581420208376000
user_99,Adam Smith,7930,121,65.5371900826446,0.008955919378883790
user_91,Adam Swords,59932,1323,45.3000755857899,0.006184579429625770
user_47,Adam W,151197993,842096,179.549591733009,0.024569169155852500
user_3,Addison Rae,42708055,3865147,11.0495292934525,0.0014941920110726500
user_31,AdekunleGoldVEVO,428679,2709,158.242524916944,0.02165130626200720
user_68,AdelaineMorin,76206,775,98.3303225806452,0.013446723547983400
user_80,Adelaines Camera Roll,59418,655,90.7145038167939,0.012403787175317700
user_38,Adele,2133463,5223,408.474631437871,0.055918950174197200
user_63,AdeleVEVO,166190970,1556918,106.743560033348,0.014598861174071000
user_10,Adeola Patronne,61730,954,64.706498951782,0.008842161683002220
user_8,Adham Nabulsi,1225058,19383,63.202703399886500,0.008636226756403260
user_38,Adin Live,3634094,25133,144.594517168663,0.0197823012165264
user_94,Adin Ross,4118288,32767,125.684011352886,0.017192631615354500
user_59,Aditya Music,8794145,277645,31.6740622017324,0.004318586367905810
user_84,Adrian Bliss,71978509,822936,87.4655003548271,0.011958857484831100
user_16,Adrian Gray Comedy,909304,10732,84.7282892284756,0.01158401439417260
user_66,Adult Swim,32410757,319436,101.462443181107,0.013875646898063900
user_58,Adult Swim UK,91122,1108,82.2400722021661,0.011243269410568000
user_22,Advance Auto Parts,27985,1551,18.043197936815,0.002451929009903990
user_14,Adventures and Naps,92168,5264,17.5091185410334,0.0023787903435276500
user_85,AfinArte Music,2300211,46044,49.9568021892103,0.006822287560932600
user_95,AfroSenju XL,61110,1029,59.3877551020408,0.008113794636754140
user_7,After Skool,86695,833,104.075630252101,0.014233505708708900
user_54,Agent 00,3111018,37395,83.1934215804252,0.011373824348031100
user_59,Agent 01,244854,908,269.662995594714,0.036909608111434800
user_94,Agent Jonesy,8579,275,31.1963636363636,0.004253168686046300
user_31,Agoda Fishing,29957,5435,5.51186752529899,0.0007358455933584120
user_9,Aidan James,327042,18341,17.831197862712,0.0024228969917919900
user_93,AidanRGallagher,1626068,17478,93.0351298775604,0.012721581676628200
user_39,Aidn,557021,13798,40.3696912596028,0.005509395670079330
user_19,Aileen and Deven,2400284,9220,260.334490238612,0.035632130555815400
user_69,Airforceproud95,145123,2084,69.6367562380038,0.00951732804525957
user_59,Airrack,41779668,94494,442.140961330878,0.06052933299294800
user_38,Aitch,468100,895,523.016759776536,0.07160474254283350
user_79,AitchVEVO,2974343,22091,134.640487076185,0.01841916215558530
user_40,Aj Shabeel,4872102,25487,191.160277788677,0.02615917637300630
user_23,Al Dente Diva,11536,943,12.2332979851538,0.0016563013605306800
user_59,Al Jazeera English,1290229,66117,19.5143306562609,0.002653390976069900
user_50,Alabama Crimson Tide on AL.com,47827,1058,45.205103969754300,0.0061715736904130000
user_79,Alan Becker,71538822,581639,122.995228999431,0.01682442052715080
user_16,Alan Chikin Chow,87616738,3846195,22.780108132843,0.003100617757716350
user_18,Alan Jackson,58271,934,62.3886509635974,0.008524747620490410
user_25,Alan Сhikin Chow,2950470,513212,5.74902769225973,0.0007683231209808970
user_21,Alasdair Gold,39528,717,55.1297071129707,0.007530682923876210
user_75,AldiUK,162016,13750,11.7829818181818,0.0015946335183331100
user_4,Alec Steele,1020172,6978,146.19833763256,0.02000193389803970
user_10,Alemán,2820701,46203,61.0501699023873,0.008341451427901620
user_72,Alex,406152,3838,105.823866597186,0.014472915196886200
user_50,Alex & Ksyu,47948316,908593,52.7720508522518,0.007207817379830190
user_21,Alex Choi,826785,12529,65.9897038869822,0.009017888173088440
user_47,Alex Elmslie,403076,10482,38.4541118107231,0.005247069642646760
user_78,Alex Griswold,11810622,66220,178.354303835699,0.024405482326823900
user_70,Alex Martens,291135,22182,13.1248309440087,0.0017783909452557500
user_86,Alex Meyers,18711481,278453,67.1979867338474,0.009183354575131150
user_3,Alex Murphy,1014681,110519,9.18105484124902,0.001238316703633720
user_14,Alex Oros,365093,3344,109.178528708134,0.014932314145574200
user_33,Alex Sensation,69191,1486,46.5619111709287,0.006357379527536660
user_72,Alex Sibila,230979,7426,31.1040937247509,0.004240532927514290
user_95,Alex Thomson Racing,8636,107,80.7102803738318,0.011033774464607700
user_46,Alex Warren,6836568,78279,87.3359138466255,0.011941111463424800
user_0,Alex Zakharov Shorts,2641214,56535,46.7182099584328,0.00637878362019513
user_49,Alexa Real,2558370,43437,58.8984045859521,0.008046781296752660
user_74,Alexa Rivera,56918660,1579058,36.0459590464695,0.0049172889340121700
user_10,Alexandra Cooper,214416,5956,36.0,0.004910995144374790
user_90,Alexandra Louise,14438,505,28.590099009901,0.0038962578587257100
user_62,Alexandre Astier,81724,440,185.736363636364,0.025416406944391000
user_28,Alexis Valdes Real,220327,1860,118.455376344086,0.01620271751561440
user_7,Alfie Deyes Vlogs,4968448,18250,272.243726027397,0.03726302219858010
user_33,AlfredoOlivasVEVO,588373,5717,102.916389714885,0.014074755328950600
user_99,Ali Abdaal,101391,3571,28.3928871464576,0.0038692509889610900
user_54,Ali Gatie,2050026,9346,219.34795634496,0.030019293865152300
user_60,Ali-A,13943214,267943,52.0379856909865,0.007107291976018830
user_1,Alibaba.com Buyer Central,10263,5288,1.94080937972769,0.0002468126286300070
user_74,Alicia Moffet,197310,1058,186.493383742911,0.025520075877231700
user_33,Alina Alive,93839,928,101.119612068966,0.01382869842835630
user_80,AlishaMarie,5609499,49086,114.279000122234,0.01563079021498320
user_5,AlishaMarieVlogs,843669,5769,146.241809672387,0.020007887108447600
user_26,Alison Roman,27593,464,59.4676724137931,0.00812473878784499
user_59,Alissa Ashley,710281,7184,98.8698496659243,0.013520608239665700
user_27,Aliya Janell,170242,1584,107.47601010101,0.01469916540141840
user_7,AlkalineVEVO,946142,31818,29.736061348922,0.004053189876428520
user_87,All Blacks,1997461,34569,57.7818565767017,0.007893877378371350
user_80,All Elite Wrestling,25487921,388851,65.5467544123585,0.008957229151036740
user_76,All Grown Up,268748,2176,123.505514705882,0.016894300804007600
user_4,All Things Adrienne,255313,3879,65.8192833204434,0.0089945501955177
user_63,All Things MMA,684078,332341,2.05836174290864,0.00026291065289446800
user_81,All Time Low,213312,1579,135.09309689677,0.018481144098584500
user_39,Allana Davison,84172,466,180.62660944206,0.02471665965918560
user_21,Allen Millyard,42143,271,155.509225092251,0.021276998798428400
user_23,Allen Pan - Sufficiently Advanced,687905,6270,109.713716108453,0.015005604545896500
user_70,Allen Tsai,17941675,208802,85.9267392074789,0.011748134249526300
user_52,Allenownz,749100,36220,20.6819436775262,0.002813287912543190
user_54,Allie Schnacky,13285,493,26.947261663286,0.003671282071317140
user_6,Allie Sherlock,603709,5069,119.098244229631,0.01629075405133600
user_18,Allure,4176918,17506,238.599223123501,0.03265562844266760
user_99,Almaz,1213964,68078,17.8319574605599,0.0024230010137295800
user_35,Almighty,2986511,62052,48.1291658608909,0.00657200476640801
user_87,Almighty Jay,696694,7181,97.0190781228241,0.013267157229387500
user_50,Alondra & Elsy,1674712,16611,100.819456986334,0.013787594160670300
user_86,AlondraDessy,12523480,246264,50.8538803885261,0.006945136529927600
user_53,AlondraDessy (alondradessy),121092,1256,96.4108280254777,0.013183861372452100
user_65,Alonzo Lerone,117188,1170,100.160683760684,0.013697379493059000
user_3,Alpha Better Records,182770,3018,60.5599734923791,0.008274322248282170
user_77,Alpha Gaming,33864,501,67.5928143712575,0.009237423627554400
user_2,Alpharad,17250080,69443,248.406318851432,0.03399864580718550
user_62,Alpharad Deluxe,973030,22555,43.140323653292,0.005888815583848790
user_22,Alteori,85843,2502,34.3097521982414,0.004679526806441180
user_39,AlternateHistoryHub,999396,3806,262.584340514976,0.03594023277818040
user_51,Alton Brown,442938,8833,50.1458168232764,0.006848171873958700
user_74,Alvaro Romero,99337,1252,79.3426517571885,0.010846486705691200
user_8,Alvin Zhou,425946,4559,93.4296994955034,0.01277561539497960
user_74,Aly & AJ,1574255,9954,158.153003817561,0.02163904693526080
user_76,Alyssa Mikesell,74839,639,117.118935837246,0.01601970076354790
user_83,AmandaRachLee,513624,3535,145.296746817539,0.019878466955954600
user_94,Amarudontv,9981,141,70.7872340425532,0.009674878426317010
user_23,Amazing Auditions,38615,2481,15.5642885933091,0.002112458652343150
user_13,AmazingPhil,18834300,52682,357.509206180479,0.04893956983473790
user_62,Amazon Music,581964,1817,320.288387451844,0.04384242310945800
user_63,Amazon Prime Video,9784909,405842,24.1101438490841,0.0032827574157655200
user_75,Amazon Prime Video AUNZ,1924,750,2.56533333333333,0.0003323370833226400
user_24,Amazon Prime Video India,547354,3170,172.666876971609,0.023626626562609800
user_78,Amazon Prime Video Nederland,325317,10806,30.1052193225986,0.004103743636955790
user_46,Amazon Prime Video Sport,1479004,227887,6.49007622198721,0.0008698048512489100
user_81,Amazon Prime Video UK,11213,86,130.383720930233,0.017836225982705500
user_88,Amber Scholl,1541514,15738,97.948532215021,0.013394439864325800
user_0,Amberry,55074,796,69.1884422110553,0.00945593438299175
user_75,Amee Glam,27314,1128,24.2145390070922,0.00329705364717449
user_79,Amelia Dimoldenberg,14525164,53799,269.989479358352,0.036954317919105000
user_52,Amelie,4044913,32534,124.328794491916,0.017007043564879400
user_71,Amenazzy,2062119,22382,92.13291931016,0.012598029863524200
user_56,America's Cup,188977,9308,20.3026428878384,0.002761345159963010
user_54,America's Got Talent,109290302,998625,109.440783076731,0.014968228159337000
user_3,America's Test Kitchen,13490,1158,11.6493955094991,0.0015763397505143900
user_99,American Eagle,769663,17574,43.7955502446796,0.005978544563185790
user_23,American Idol,3387771,238226,14.2208281211958,0.001928480562127010
user_27,American Motocross,25568,681,37.544787077826700,0.005122543591291180
user_93,Amerikano,320339,12519,25.5882258966371,0.0034851710467849700
user_63,Aminé,651484,5165,126.134365924492,0.01725430471681460
user_70,Amir Tataloo,24212,602,40.21926910299,0.005488796343434250
user_74,Amixem,31780183,204904,155.097914145161,0.021220672464977300
user_72,Amleset Muchie,56805,1643,34.5739500912964,0.004715706973116960
user_84,AmmA Music & Sound,406786,5502,73.9342057433661,0.010105835537075200
user_57,Among Us Adventures,177140,6501,27.2481156745116,0.003712482052684730
user_6,Amp World,10266594,84175,121.967258687259,0.016683646742764900
user_88,Amr Diab,827727,50201,16.4882572060318,0.002238990086886200
user_35,Amy Lee Fisher,173266,680,254.802941176471,0.034874621233052300
user_4,Amyy Woahh,12848833,308033,41.7125210610552,0.005693287394089580
user_98,AnEsonGib,7076109,38596,183.337884754897,0.025087951010483300
user_39,Ana Bárbara,93763,1432,65.4769553072626,0.008947670621909240
user_68,Anacrylics,965398,3980,242.562311557789,0.03319834738128370
user_90,Anas,369233,2396,154.103923205342,0.02108455193251950
user_31,Anastasia Karanikolaou,150277,1897,79.2182393252504,0.010829449240055100
user_21,Anastasia Kingsnorth,5561698,75588,73.5791130867333,0.010057207929361300
user_33,Anastasia’s Vlogs,912624,14658,62.2611543184609,0.008507287792108350
user_83,Anderson Paak,410994,7188,57.177796327212,0.007811155293588480
user_61,Andra,1159342,17690,65.5365743357829,0.008955835056394210
user_99,Andrea & Lewis,1464626,29338,49.9224896039267,0.006817588677681550
user_55,Andrea Bocelli,1084981,13372,81.1382740053844,0.011092385382154000
user_80,AndreaBocelliVEVO,47963,538,89.1505576208179,0.012189615012973500
user_86,Andrei Jikh,460527,7083,65.0186361711139,0.008884906825632070
user_37,Andrei Terbea,8427139,142407,59.1764379559994,0.008084856141155930
user_11,Andrew Camarata,4873974,34601,140.862229415335,0.019271188915682700
user_53,Andrew Davila,12889867,98886,130.350777663168,0.01783171461859330
user_11,Andrew Ethan Zeng,12097,596,20.2969798657718,0.0027605696462755700
user_90,Andrew Lowe,150780,177,851.864406779661,0.11663826851813500
user_66,Andrew Piluk,666010,14057,47.37924165896,0.006469307571111240
user_51,Android,4516,132,34.2121212121212,0.004666156883957300
user_32,AndyRiveraVEVO,386294,5561,69.4648444524366,0.009493785855034540
user_42,Anfield Agenda,104663,9389,11.1474065395676,0.0015075956572458400
user_10,Angel Hello,501597,17253,29.0730307772561,0.0039623921932349600
user_8,Angel2Up,699441,15051,46.4713972493522,0.006344984240309920
user_72,Angela Aguilar Oficial,2706550,66820,40.5050882969171,0.005527937405294530
user_4,Angelica Torres,136058,2579,52.7561070182241,0.007205633976450610
user_38,Angry Rantman,59003,1298,45.4568567026194,0.006206049574118270
user_90,Angry Thomas,318071,5369,59.2421307506053,0.008093852338024710
user_12,AngryJoeShow,2528298,79085,31.9693747233989,0.0043590274786648400
user_10,Angèle,760799,18945,40.1583003430984,0.005480447072100610
user_72,Animal Planet,34496,411,83.9318734793187,0.011474950486756400
user_41,Anime Balls Deep,818860,11451,71.5099117980962,0.009773844399686760
user_38,AnimeUproar,103501,1670,61.9766467065868,0.008468326342798110
user_91,Anisha Dixit,10083383,833872,12.0922431740123,0.0016369848303399600
user_62,Anitta,44906938,1024747,43.8224634958678,0.005982230156218030
user_77,AnnMarieVEVO,473254,2777,170.419157364062,0.023318816121348800
user_89,Anna Archer Fitness,11944,92,129.826086956522,0.017759861671546000
user_11,Annam Ahmad,108181,2113,51.1978230004733,0.006992237212235320
user_52,Anne-Marie,8101046,67208,120.536930127366,0.016487772638321200
user_61,Annie Dubé,70527,2830,24.9212014134276,0.0033938264236303700
user_48,Annie LeBlanc,446467,6471,68.9950548601453,0.009429451255106040
user_41,Anomaly,417910,3394,123.131997642899,0.016843150094822500
user_17,Ansley Spinks,5551139,62592,88.6876757413088,0.012126226378953000
user_41,Anson Wong,185016,3409,54.2728072748607,0.007413336117628900
user_18,Ant & Dec's Saturday Night Takeaway,259417,2440,106.318442622951,0.014540644136126100
user_20,AntVenom,385778,2610,147.807662835249,0.020222320417385300
user_13,Anthony Hamilton Jr,194219,4525,42.9213259668508,0.005858825288674850
user_38,Anthony Joshua,345244,6159,56.0552037668453,0.007657423613621570
user_40,Anthony S. Ferraro @asfvision,5866386,415,14135.8698795181,1.9357955924777400
user_72,Anthony Vincent,1049935,9314,112.726540691432,0.015418191089705100
user_47,"Anthony Youn, MD",31098843,13241,2348.67781889585,0.3216170369204950
user_2,AnthonyPadilla,39735663,305461,130.084243160338,0.01779521446855150
user_69,AnthonySenpai,96277429,3327634,28.9326978267442,0.003943174517117580
user_79,Anton Petrov,617239,8419,73.3150017816843,0.010021039620344400
user_26,Antonio Garza,196310,2310,84.982683982684,0.011618852085352800
user_62,Antonny Drew,303463,9503,31.9333894559613,0.004354099532575990
user_92,AntsCanada,1723106,34934,49.3246121257228,0.006735713282828910
user_4,Anuel AA,46082998,640465,71.9524064546853,0.009834441137395060
user_97,Anwar Jibawi,6450805,69079,93.3830107558013,0.012769221678645400
